inf_rate,clinical_rate,density,percentage
0.050663214077204276,0.03621368045868382,3.585523183413232e-06,0.010788407847151982
0.05104983782890097,0.03650484416646632,3.7006621173994985e-06,0.011158474058891933
0.05143957009659589,0.03679834887642413,3.819206283629158e-06,0.01154039468725485
0.05183243587324841,0.037094213410584304,3.941246388133308e-06,0.011934519326068179
0.05222846035276522,0.03739245674230597,4.0668752289148256e-06,0.01234120684895966
0.052627668931615995,0.037693097997497045,4.196187734255377e-06,0.012760825622385197
0.05303008721046201,0.03799615645584076,4.329281001431583e-06,0.013193753722528357
0.05343574099579796,0.03830165155203206,4.466254335835529e-06,0.01364037915611191
0.053844656301606786,0.038609602877023905,4.607209290495498e-06,0.01410110008516146
0.054256859351028,0.038920030179283624,4.752249705990391e-06,0.014576325055760498
0.05467237657803926,0.039232953366059316,4.901481750754342e-06,0.01506647323083593
0.05509119817557275,0.03954839250465647,5.055013961763121e-06,0.015571974627012243
0.0555099526145107,0.039866367823724935,5.212957285598169e-06,0.01609327035557206
0.055932073905244635,0.04018689971455608,5.375425119880676e-06,0.01663081286756013
0.05635758911779453,0.04051000873239049,5.542533355067953e-06,0.017185066203066923
0.05678652553982754,0.040835715597736084,5.714400416606106e-06,0.017756506244727535
0.05721891067840799,0.041164041197696954,5.891147307429844e-06,0.01834562097547052
0.05765477226176136,0.04149500658731283,6.072897650801798e-06,0.018952910740550697
0.05809413824105245,0.04182863299090927,6.259777733482079e-06,0.019578888513898905
0.05853703679217784,0.042164941803458776,6.451916549219865e-06,0.020224080168820893
0.058983496317572735,0.04250395459195278,6.649445842555787e-06,0.02088902475307647
0.05943354544803238,0.042845693096784716,6.852500152926912e-06,0.02157427476836916
0.05988721304454819,0.043190179233144256,7.0612168590625395e-06,0.022280396454275417
0.06034452820015851,0.04353743509242264,7.275736223660071e-06,0.023007970076641425
0.06080552024181429,0.0438874829436294,7.4962014383300056e-06,0.023757590220474425
0.06127021873225978,0.04424034523482038,7.722758668797435e-06,0.024529866087354166
0.061738653471928334,0.04459604459453734,7.955557100348557e-06,0.025325421797389024
0.06221085450085355,0.04495460383325911,8.194748983507949e-06,0.02614489669573982
0.06268685210059563,0.04531604594486438,8.440489679934729e-06,0.026988945663733298
