,,2019,2019,2019,2015,2015,2015,2010,2010,2010,2005,2005,2005,2000,2000,2000
Indicator,Age Group,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female,Both sexes,Male,Female
ex - expectation of life at age x,20-24 years,51.90174472,50.15159946,53.56093289,50.50732607,48.73864738,52.16425678,47.3069816,46.15629294,48.29104086,43.55832254,42.73937889,44.21543231,41.76561745,40.8304391,42.60764582
ex - expectation of life at age x,25-29 years,47.28344939,45.57637029,48.89448914,45.9407809,44.19637704,47.56919158,42.817032,41.651989,43.8136148,39.13826772,38.26847215,39.84561825,37.47351681,36.43534469,38.42175509
ex - expectation of life at age x,30-34 years,42.73532726,41.0681043,44.30110119,41.49067039,39.75285173,43.10877249,38.58761149,37.30997889,39.69907124,35.20031681,34.07057704,36.17636275,33.81886081,32.4055412,35.16373317
ex - expectation of life at age x,35-39 years,38.28177931,36.65592595,39.79990738,37.18429487,35.45810457,38.78495291,34.66342689,33.22717855,35.93833703,31.77870494,30.28005319,33.14308632,30.6267727,28.82693155,32.38620404
ex - expectation of life at age x,40-44 years,33.94324056,32.37443666,35.39502825,33.03696398,31.36176796,34.57436103,31.03153293,29.47215588,32.42898491,28.71135449,26.96771589,30.32817589,27.71271038,25.76387029,29.62005006
ex - expectation of life at age x,45-49 years,29.75238688,28.27362361,31.09907109,29.04109697,27.46719689,30.45645926,27.53843284,25.96073883,28.93870936,25.77350379,23.98601203,27.41363326,24.8181322,22.94799803,26.61405973
ex - expectation of life at age x,50-54 years,25.69780812,24.32438567,26.92005952,25.16725032,23.71768887,26.43342134,24.12965964,22.59555117,25.46200618,22.83209594,21.10646318,24.37611395,21.90890735,20.11726599,23.59278363
ex - expectation of life at age x,55-59 years,21.8389491,20.59223385,22.91241641,21.43104668,20.13039248,22.52388583,20.71076694,19.28031963,21.91158273,19.77540646,18.12682237,21.20772155,18.96183564,17.2220266,20.56865759
ex - expectation of life at age x,60-64 years,18.15649617,17.0561561,19.0638661,17.83134764,16.6910325,18.74386143,17.31065043,16.01811712,18.34738533,16.63856138,15.11284547,17.92089083,15.95216763,14.33639893,17.40721596
ex - expectation of life at age x,65-69 years,14.79716044,13.87077293,15.51550623,14.53341184,13.57322935,15.25126996,14.1424538,13.0296134,14.98587332,13.66079287,12.32263529,14.73268351,13.10046918,11.68876427,14.32258406
ex - expectation of life at age x,70-74 years,11.72973687,10.98750016,12.25991823,11.51846486,10.74756342,12.05095563,11.23052565,10.3194882,11.87076575,10.89400785,9.78677001,11.72239451,10.44402111,9.286345535,11.39172902
ex - expectation of life at age x,75-79 years,9.115697593,8.534995294,9.495112151,8.970898052,8.354248148,9.358250201,8.776331698,8.034624194,9.250241839,8.563371457,7.663925437,9.179407984,8.229107026,7.305772745,8.931676086
ex - expectation of life at age x,80-84 years,6.902881457,6.449144635,7.170604876,6.815595382,6.318826977,7.094558288,6.711022077,6.109932332,7.053415622,6.600668283,5.88689726,7.038625191,6.371772628,5.656927139,6.86931991
ex - expectation of life at age x,85+ years,5.156250869,4.761542679,5.367284602,5.114166182,4.682636757,5.330727668,5.060835505,4.55560037,5.315318757,5.006976121,4.4391289,5.315205707,4.854424603,4.308190942,5.198403655
